Name,Area: CAB17BM01.raw (F9),Area: CAB17BM02.raw (F10),Area: CAB17BM03.raw (F11),Area: CAB17BM04.raw (F12),Area: CAB18B01.raw (F17),Area: CAB18B02.raw (F18),Area: CAB18B03.raw (F19),Area: CAB18B04.raw (F20),Area: CAB18CAL01.raw (F21),Area: CAB18CAL02.raw (F22),Area: CAB18CAL03.raw (F23),Area: CAB18CAL04.raw (F24),Area: CAB19CALA01.raw (F33),Area: CAB19CALA02.raw (F34),Area: CAB19CALA03.raw (F35),Area: CAB19CALA04.raw (F36),Area: CAB19CALB01.raw (F37),Area: CAB19CALB02.raw (F38),Area: CAB19CALB03.raw (F39),Area: CAB19CALB04.raw (F40),Area: CAB20CAL01.raw (F65),Area: CAB20CAL02.raw (F66),Area: CAB20CAL03.raw (F67),Area: CAB20CAL04.raw (F68),Area: CCALP.raw (F91),Area: CAB19FRAA01.raw (F41),Area: CAB19FRAA02.raw (F42),Area: CAB19FRAA03.raw (F43),Area: CAB19FRAA04.raw (F44),Area: CAB19FRAB01.raw (F45),Area: CAB19FRAB02.raw (F46),Area: CAB19FRAB03.raw (F47),Area: CAB19FRAB04.raw (F48),Area: CAB20FRAA01.raw (F69),Area: CAB20FRAA02.raw (F70),Area: CAB20FRAA03.raw (F71),Area: CAB20FRAA04.raw (F72),Area: CAB20FRAB01.raw (F73),Area: CAB20FRAB02.raw (F74),Area: CAB20FRAB03.raw (F75),Area: CAB20FRAB04.raw (F76),Area: CFP.raw (F92),Area: CAB17HP01.raw (F13),Area: CAB17HP02.raw (F14),Area: CAB17HP03.raw (F15),Area: CAB17HP04.raw (F16),Area: CAB18HP01.raw (F29),Area: CAB18HP02.raw (F30),Area: CAB18HP03.raw (F31),Area: CAB18HP04.raw (F32),Area: CAB19HPA01.raw (F53),Area: CAB19HPA02.raw (F54),Area: CAB19HPA03.raw (F55),Area: CAB19HPA04.raw (F56),Area: CAB19HPB01.raw (F57),Area: CAB19HPB02.raw (F58),Area: CAB19HPB03.raw (F59),Area: CAB19HPB04.raw (F60),Area: CAB20HP01.raw (F81),Area: CAB20HP02.raw (F82),Area: CAB20HP03.raw (F83),Area: CAB20HP04.raw (F84),Area: CAB21HP01.raw (F85),Area: CAB21HP02.raw (F86),Area: CAB21HP03.raw (F87),Area: CAB21HP04.raw (F88),Area: CAB15HPN01.raw (F1),Area: CAB15HPN02.raw (F2),Area: CAB15HPN03.raw (F3),Area: CAB15HPN04.raw (F4),Area: CAB16HPN01.raw (F5),Area: CAB16HPN02.raw (F6),Area: CAB16HPN03.raw (F7),Area: CAB16HPN04.raw (F8),Area: CAB19HPN01.raw (F61),Area: CAB19HPN02.raw (F62),Area: CAB19HPN03.raw (F63),Area: CAB19HPN04.raw (F64),Area: CAB19HC01.raw (F49),Area: CAB19HC02.raw (F50),Area: CAB19HC03.raw (F51),Area: CAB19HC04.raw (F52),Area: CAB18HCH01.raw (F25),Area: CAB18HCH02.raw (F26),Area: CAB18HCH03.raw (F27),Area: CAB18HCH04.raw (F28),Area: CAB20HCH01.raw (F77),Area: CAB20HCH02.raw (F78),Area: CAB20HCH03.raw (F79),Area: CAB20HCH04.raw (F80),Area: QCC1.raw (F105),Area: QCC2.raw (F106),Area: QCC4.raw (F108),Area: QCC5.raw (F109),Area: QCC6.raw (F110),Area: QCC7.raw (F111)
4-Coumarate,5584002.423,5872307.729,5398572.165,5715836.794,2342966.461,2498434.324,2334391.249,2567192.001,2837616.816,2804016.486,2773600.323,3045358.485,2442608.945,2321244.924,2260658.721,1991670.589,4234331.555,3974026.172,4373505.32,4436618.98,2387525.617,2316392.128,2596237.842,1899371.646,2867101.403,5011146.973,4575973.549,5206287.145,5030798.224,11574981.91,10083651.63,10621888.55,10610234.7,5558694.435,5302345.28,6488462.663,5124948.258,2251427.014,2214175.283,2142346.782,2191403.391,5647506.446,3581572.142,3787983.967,4034584.97,3658916.04,8090659.044,7326884.003,7561016.793,7785975.135,3948483.894,3995944.134,3810272.194,3469736.723,5871886.904,6294795.454,5642407.008,5175965.371,4982050.24,5157549.494,4892302.725,5821911.101,7014079.599,6552892.976,6491372.473,7240875.659,4516654.936,4689975.967,4971763.641,4110915.9,2263867.9,2027627.591,2210155.417,2391703.891,2812441.278,3076758.36,3042062.614,3119242.346,5170269.987,5679946.022,5734773.483,5588049.731,10079942.84,10431690.42,10669981.34,10467764.31,6718216.104,6606630.541,6543343.333,6502569.218,4965005.35,4766276.97,5499907.859,5395048.341,4934943.281,4782228.058
Butyric anhydride,5893016.561,6885346.111,5590367.406,5654760.213,3816170.377,4302835.078,4142176.671,4365535.276,6038953.127,6490547.237,5849775.419,6878066.96,5261596.728,4343700.221,5021022.556,4986726.196,4945345.926,4630927.357,5225200.277,5121424.048,4288140.285,4279988.099,4757266.095,4191963.465,5014781.413,3558408.208,3295691.64,3459332.765,3337006.299,4524349.375,4588391.853,4536919.722,4379480.566,4473583.755,4090259.16,4304015.317,4113514.768,4453971.573,3965028.978,4692680.453,4026929.176,4339339.56,9022076.424,8184896.573,8808129.775,8331935.426,9386142.067,8265106.027,8104511.851,8538255.037,4823395.858,4301699.891,4765874.534,4821474.734,6461585.678,6900680.893,6598109.359,7727969.698,3237656.217,2991959.04,3183230.265,3476349.095,2067108.13,2195602.944,1858577.325,2322633.585,8405904.055,7743297.838,8810348.445,7459492.333,9876417.938,11464587.05,10043783.06,11246233.23,6063867.688,7106204.129,6204747.853,7206146.874,4624269.169,4186793.033,4927726.092,4375355.405,10193946.59,8545704.904,9865716.843,8758526.542,6902744.892,5835282.624,6656342.504,6289150.923,7678109.963,5145532.723,5768539.812,5958102.536,5737773.698,6348159.989
"6,7,3',4'-Tetrahydroxyaurone 6- (4"",6""-diacetylglucoside)",1820782.973,1790258.411,1848858.374,1797038.306,5975955.999,5685556.972,5880806.861,5776959.799,7409130.804,7252301.423,7430335.703,7410243.436,5809261.603,6171298.846,6169151.963,5953997.23,8292631.022,8533044.978,8561199.627,8758042.415,4818325.618,4776122.356,4768488.688,4800416.742,6757828.851,2905340.752,3242023.753,3130381.175,3181617.024,4990375.714,5148369.513,5003083.209,5178633.165,3500566.221,3668573.296,3433150.154,3437069.566,4136830.407,4211545.439,3987285.99,3996248.593,3875178.075,10589084.67,10927821.36,10841172.66,10249430.22,10986347.31,10847671.04,10753515.29,10575461.09,3232803.327,3399154.807,3371900.301,3482571.782,6874063.643,7065995.092,6834634.638,6318114.025,5576685.266,5925656.069,5741401.737,5706958.354,6541061.9,6567472.322,6142015.159,6331608.902,8260442.575,8949820.704,8390590.957,8470647.716,7888939.396,7406651.892,7923053.258,7238026.998,5986731.117,5917643.465,6394025.368,6060612.935,5764935.731,5869031.473,5947648.565,6249288.576,7982587.5,8360548.739,8414560.281,8363151.232,3828841.247,4082178.102,3965862.292,3979563.531,5729915.457,5524259.006,5621807.265,6068843.915,5894336.425,5659004.115
3-Phenylpropionylglycine,5145277.826,5646738.298,5402371.699,5356749.034,6488045.024,6111562.072,6527038.163,6432083.434,3260232.658,2679643.126,3384606.691,3314272.498,3357414.73,3355279.358,3434381.817,3295007.918,3583091.517,3471153.267,3746190.417,3759004.759,2831764.416,2940279.707,2912722.284,2748959.349,3343559.017,2644877.39,2573748.661,2571696.009,2669541.876,2513254.614,2688254.565,2523909.293,2707796.179,2435737.586,2346563.122,2362466.089,2569402.811,3430633.588,3339123.851,3139522.701,3596986.727,2746515.087,5554927.472,5595281.329,5700537.238,5585384.255,7329625.877,7039374.109,7145364.402,7548824.728,7968799.419,7329685.977,7892987.969,7572831.92,6318918.678,6203837.058,6067782.95,6243662.244,4756437.453,4623965.771,4478457.699,4594742.415,5876292.626,5919154.565,5987960.044,5234327.852,5336124.821,5330598.237,5587766.406,4930966.771,8081243.088,8543273.033,8471506.007,8240466.053,10428710.22,9827961.189,10827898.14,10068434.25,6659656.138,6437622.426,6867898.714,6983955.325,8946724.861,9251503.107,9615655.006,9308038.968,10369423.65,10613212.32,10363366.74,10481478.33,5675678.246,6964041.49,7775469.797,7640376.765,4976633.886,4889595.507
"(3aR,7aS,8S,9aR)-5,8-dimethyl-3-methylidene-2H,3H,3aH,4H,6H,7H,7aH,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",3769381.885,3738616.275,3853370.492,3552935.342,5139434.477,5035552.523,4769138.53,4932772.498,5473725.197,5474296.374,5458272.162,5473520.331,4650234.423,4392200.831,4951640.166,4801956.052,4627675.076,4830031.447,4993266.757,4718901.162,4183001.343,4367582.095,3874954.583,3982184.145,5035974.566,5414632.819,5645165.848,5734490.642,5978199.044,5554520.101,6145055.902,6026607.832,5983449.668,4406638.646,4587224.098,4411180.542,4487561.275,3666036.647,3821965.143,3684237.304,3733017.349,5075872.694,6396136.968,6534925.658,6657412.13,6627028.546,8436651.501,8367832.79,8349963.264,8305652.434,4540271.777,4669035.336,4310794.086,4263264.964,8040953.372,8105911.746,7742181.496,7814485.636,8372861.946,8131128.764,8466030.332,8370389.641,6720235.0,6012090.673,6464664.984,5819599.391,5335719.667,5641524.324,5474831.041,5626717.814,8194242.011,7966582.064,8360708.576,8400999.441,10623813.15,9811677.485,10371308.57,10217592.15,4150988.223,4197747.368,4120196.337,4390234.588,5977285.681,6117252.692,6251578.097,6230385.319,6593579.207,6539825.223,6148991.757,6659813.046,5444149.454,5302102.884,5920297.036,5818076.061,6525281.951,6218688.386
"5,3',4',5'-Tetrahydroxy-6,7-dimethoxyflavone",3833628.469,3973094.198,4008855.95,3366381.135,3066254.502,3267905.458,2881893.799,3256631.332,4149419.988,4041988.297,3796930.539,4085394.238,4775502.988,4973647.488,4881447.156,4673789.312,5362900.758,5682059.328,5652433.86,5433879.745,4635038.436,4605812.507,4596834.544,4400417.37,4968717.84,4763169.925,4926160.216,4828601.031,4816293.274,10326417.21,10062706.02,9796730.206,10242210.46,5417947.536,5560559.122,5335450.867,5429119.028,3372411.325,3672144.967,3359329.659,3569953.112,5658571.445,2855255.057,2924336.136,2650414.587,3050938.855,3440525.56,3014627.648,2771511.705,3333558.603,5219594.705,5442595.441,5033187.921,5004115.599,4294009.159,4346424.816,4477634.162,3973208.777,2930614.7,2824092.662,2792649.511,2995682.196,4597611.496,4295081.716,4365204.464,4269128.335,4662230.909,5179989.739,4685378.134,5220038.844,5506259.055,5574166.639,5550647.818,5670829.014,6575891.888,6703467.658,6918235.661,6583336.208,5356296.7,5143817.873,5041580.952,5496013.653,6126667.552,6092975.514,6333961.806,6723844.018,6147163.808,6432122.747,5862620.801,6149571.168,5053714.074,4698460.153,5333585.249,5130511.307,5395829.13,5646393.016
N-Acetyl-L-leucine,5264737.126,5157317.517,4644743.253,4518595.137,2815405.547,3169017.72,2788266.512,3058696.741,5091736.549,5894296.461,5004291.204,5145414.995,4674170.405,4289329.404,4324492.587,4010316.076,5392346.159,4340223.894,4773250.813,6243230.248,3798784.146,3083734.896,2841523.942,2873084.416,4160657.762,3613411.492,2445668.411,2830340.964,2202804.769,3522801.275,2594689.336,2512595.968,2166909.965,2947720.513,1881836.213,2068103.002,1792171.872,3426240.675,2562465.829,2820056.763,2373820.832,2832021.186,4379941.843,3656175.094,3767065.187,3560525.922,6770142.429,5229750.302,4585747.501,5161058.364,3971908.667,4019514.502,4050493.311,4144301.221,6810029.884,7703404.645,6210637.98,7881520.876,5049541.868,5496332.237,4926249.808,5633891.873,4719548.22,3966454.008,3007198.884,3618581.603,5975777.589,4166556.946,4030441.173,3903935.7,6658902.467,7226444.213,6376520.831,6768735.253,3738611.341,4702910.444,4070580.028,3784245.249,3300451.303,2608394.848,2457928.773,2475478.405,6303306.761,5764382.017,6086345.438,5473503.717,5153948.841,3646305.254,4137646.448,3875812.507,4491992.4,3911992.013,4276905.176,4248298.125,3741824.659,4537692.488
(3S)-3-[(3-Hydroxybutanoyl)oxy]-4-(trimethylammonio)butanoate,3741187.221,4167292.521,4169112.49,3669958.364,3909796.897,3660835.879,3733718.307,3659752.63,4122991.764,3920433.415,4204182.324,4036087.44,4275608.381,4416718.606,4469362.368,4560302.12,4213485.384,4073210.65,4292799.166,4084301.602,4241285.075,4389319.554,4282523.134,4236026.642,4281642.766,2937604.489,2999305.567,2973336.649,3034916.261,3566151.153,3670371.712,3524733.669,3819806.827,3554116.49,3723985.274,3487709.67,3850746.174,3247618.096,3497288.556,3160699.098,3295682.55,3260055.248,2295061.225,2804569.618,2313047.453,2829073.445,2894858.753,3318031.637,3279372.397,2922382.946,5532591.67,5120513.719,5497202.438,4963746.333,4150687.409,4240214.654,4575760.083,4321936.989,3343574.574,3156280.397,3521186.839,3501670.773,3763845.621,4127006.547,4265474.562,4072909.378,2522108.546,3129890.227,2552132.421,3086932.165,3480112.338,4100683.639,3611570.397,3876409.851,4820631.249,5020410.077,5207749.23,5136940.625,4143508.259,4544842.995,4540314.802,4616741.681,7443093.39,7205201.576,7214297.816,7159408.794,5207557.271,5706968.434,5410343.922,5582118.714,3732612.285,4181001.171,4755433.913,5078172.27,4743056.88,4531737.383
"(4S)-4-hydroxy-3,5,5-trimethyl-4-[(1E)-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}but-1-en-1-yl]cyclohex-2-en-1-one",2458488.226,2525154.126,2624213.242,2645706.286,4152648.721,3928788.64,4165551.043,4240859.273,3930813.289,3846346.252,4016410.951,4040684.456,4274315.105,4393087.055,4282925.391,4484850.934,3435281.469,3229215.786,3409326.294,3322485.828,3624124.702,3562303.782,3554670.574,3887687.421,3929283.462,3336671.332,3113500.857,3354691.492,3366184.316,4694000.32,4862877.392,4629312.333,4662669.551,3368547.106,3502571.248,3526811.882,3498473.034,2861668.082,2826708.311,2691972.856,3040464.004,3899805.735,5671805.117,5859564.272,6011489.35,5805207.778,6610673.26,6795712.426,6925312.549,6710735.487,2096526.78,2524662.258,2286357.439,2386068.583,5622947.864,5653259.873,5978061.139,5236116.194,2295236.666,2607823.455,2766251.714,2607873.081,2015552.667,2106718.185,2112263.427,2130953.877,4412908.487,4609596.454,4496844.627,4186288.537,5901341.912,5558434.03,6180080.615,5813885.698,5036553.965,4558432.42,5009602.851,4909650.516,3735664.577,4139445.408,4171468.976,4485100.1,5064693.458,5229868.036,5450732.995,5091032.917,6357156.312,6776951.352,6604570.304,6521550.89,4474531.98,4607586.757,4952074.965,5080866.94,3174526.761,3067265.837
"5,8,12-Trihydroxy-2-oxododecanoic acid",3123584.566,3599357.849,3312612.555,3332688.287,2259599.012,2938207.182,2169521.725,2692437.511,3195908.629,3388110.937,3225672.183,3323039.623,3016297.721,2351234.459,3040556.758,2989549.833,3098660.32,2748634.244,3407121.03,3250136.604,2690162.823,2590717.232,2648527.1,2340701.221,3235374.218,1814570.998,1759446.16,1992275.019,1879221.819,2977456.686,2498327.767,2913120.149,2045107.136,1997643.899,2006140.235,1868924.865,2021754.762,2031422.643,2004394.339,2028422.909,1770331.813,2143864.417,4597999.506,4463336.911,4389720.963,4101072.184,3872556.82,4537990.085,4852850.487,4830613.895,3294573.996,2819558.968,3455593.707,3357677.609,4392446.62,5210680.596,3720282.666,6454511.01,4521712.456,4589236.875,4405172.079,4716957.509,3209784.072,3956940.819,4167580.002,3941652.027,4106599.658,3147216.018,3910876.405,3211449.206,4522981.502,5053190.348,4448028.713,4944910.705,5021969.934,5141135.279,5209522.321,5368175.712,3445928.163,3383727.848,3500039.004,3529318.039,3806724.495,3217493.276,3353706.847,3703060.714,4455854.723,3670172.093,4862306.715,3636762.493,4105952.889,2836396.392,3641306.265,3042659.04,3885334.081,4173001.703
(R)-Pantothenate,2490848.077,2647185.745,2741514.835,2180556.416,3340325.604,3566920.076,3186546.683,3288364.643,1715064.559,1693026.641,1524941.415,1686636.76,1873212.856,1583893.238,1786141.234,1646741.159,2250251.418,2055601.593,2088425.419,1934908.138,1765182.701,1718313.794,1751157.356,1668863.042,1874761.467,1673593.063,1714779.297,1762642.386,1585448.581,1778844.084,1774335.288,1896150.952,1678580.196,1592237.108,1760487.199,1812616.725,1774496.314,1198838.998,1173145.204,1251661.614,1241946.3,1583868.649,4297852.317,4179995.223,4204399.924,4162068.107,6379322.901,6324473.402,6303145.24,6039688.179,598523.5986,618929.2185,577219.1225,648250.2217,3880555.764,3997996.54,3475755.093,4226936.254,4158884.275,4589647.33,4627631.251,4849711.004,2489517.439,2370683.634,2259161.064,2514545.015,4018982.581,3791436.549,3940437.025,3875953.436,4025535.485,4194343.469,4313101.485,4017358.009,3077120.719,3116303.312,2883774.645,2971751.69,3248435.101,3129640.429,3582172.414,3384365.973,1885400.287,1600672.058,1461889.78,1603391.918,2190373.448,2084945.725,2411911.162,2036933.448,2902793.49,2472355.268,2776472.674,3058821.497,2822188.774,3628709.729
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid",3263629.95,2752795.613,3067738.197,3170399.277,3155016.164,3395491.154,2905647.693,2943558.403,2735835.013,3121297.019,3066870.504,3403044.691,2713601.304,2971118.415,2958579.094,2802660.547,3420021.358,3392407.268,3774847.155,3739781.899,2921196.424,2952770.729,2788399.72,2791987.677,3057327.177,2676957.303,2267142.538,2747310.986,2212204.438,3081393.748,2816789.042,2815487.932,2760076.253,2210932.036,2311290.157,2467060.482,2448340.53,2362012.697,2207366.962,1931299.495,1997662.007,2644882.344,5054731.075,4631728.837,4978904.794,4339223.744,4761578.1,4700532.526,4006854.341,4185333.246,3407252.639,3074721.453,3695267.14,3189610.863,6066537.42,5694502.956,5596441.048,5847862.147,3916281.506,3707274.748,3580438.529,3914153.385,3756952.454,3302821.253,3297454.789,3316945.64,3093845.489,3462552.856,3663608.963,3260995.461,3441173.03,3236201.921,3087698.664,3223245.335,5517497.143,5746765.948,5461107.319,6033459.29,2925319.97,3040721.024,3178936.69,3084580.472,3788585.941,3988495.417,4075449.049,3907995.228,4497988.705,4031415.108,4186447.707,4153824.1,4178468.833,3768384.051,3336788.095,3451537.225,3360311.581,3483038.117
ethyl 2-benzylbutyrate,2478238.263,2459595.379,2173833.498,2344726.349,3364065.482,2968249.187,3051274.625,3161763.655,3703564.821,3755374.465,3970549.366,3944432.63,4313728.503,4560142.155,4176219.477,4413215.601,3405815.789,3534250.19,3046059.279,3243053.777,4422355.777,4462090.936,4444564.101,4673747.639,4115546.788,3626650.989,4299174.063,4069208.035,4250065.975,5140139.513,5403022.209,4846025.295,5221181.353,3967396.237,3980179.418,3517672.269,3648064.147,2661834.766,2820904.706,2897895.043,2977981.786,3458558.808,3614965.12,3530342.261,3896364.971,3731867.478,5170252.534,5209004.055,5255792.243,4879758.734,2127725.228,2251622.006,2362844.061,2121162.19,4065587.056,4468757.093,4319721.415,4345613.07,4319350.36,3848104.004,4144898.907,4387947.739,3084039.606,2878187.129,3373945.438,2903359.445,3136639.116,3360758.116,3027799.689,3243998.685,4022037.783,3824669.749,3855627.611,3974507.445,4157392.33,4370354.262,4591372.388,4030545.423,2890264.359,2893056.782,3397790.533,2928924.562,4110675.656,4361100.378,3933242.095,4863367.958,5013664.732,4945915.422,4690471.808,4758057.789,4480243.1,3687361.623,3418464.315,3749142.879,4075438.319,4205255.953
Butyl Parahydroxybenzoate,5377791.107,4862313.576,5136925.97,4683432.688,868027.6902,644749.9931,736148.566,493467.0836,1952550.319,1886476.936,1713053.482,2232997.19,1697117.078,1725171.71,1814983.829,1807005.195,1684116.43,1879137.004,1916790.156,1743539.432,1436301.638,1411933.433,1474034.193,1420933.898,1677266.29,1331270.852,1271605.119,1318416.992,1420117.05,1998481.111,1727330.325,1764823.068,1800403.832,1673364.403,1766980.156,1752061.973,1826116.02,1902887.051,1401864.874,1466925.402,1474686.182,1518742.949,515725.1051,553824.5383,374482.5108,524245.11,1054512.858,1642541.798,1415235.076,1148840.872,847314.7967,1180998.566,967902.3675,1158268.402,2006571.639,1793215.609,2095617.5,1794959.667,1590484.465,1457933.332,1647070.276,1569685.932,1117581.266,1100319.422,1060792.435,1225306.504,1520021.117,1556779.086,1290717.803,1437601.126,2509867.953,2318395.409,2350534.756,2021020.86,2026032.192,1807352.989,2099911.062,1878436.034,2812207.694,3134403.489,3043145.569,2809420.934,2218717.168,2506571.408,2301038.439,2260375.903,1125833.177,1110185.366,1159703.938,1304223.56,3843698.713,1574172.731,1406334.979,1047402.931,2230235.157,2064003.938
"4-Octyl-1,3-cyclopentanedione",3472847.511,3401290.96,3327287.915,3607967.734,2537003.661,2721355.932,2600672.764,2681982.836,2696184.311,2896037.627,2707901.12,2780660.113,3948492.637,3612837.349,4253898.463,3791152.773,2123322.718,1827122.984,2239563.094,1951653.977,4185496.087,3799047.049,4197546.318,3793906.398,3038375.645,2307553.892,1877458.772,2526244.079,2036201.757,3298295.628,2439627.889,2922284.116,2451570.856,2676132.598,2393460.442,2629433.618,2308968.935,1702745.507,1252791.823,1817205.282,1282865.612,2553593.999,2832465.816,2777406.381,3270245.216,2559915.763,3755230.889,3676793.858,3449425.0,3555969.107,4417477.681,4307745.255,4443448.456,3651861.338,3758465.329,4621910.285,4084115.013,5349450.719,2562115.177,2817482.971,2464510.722,3089404.794,2635767.48,2399562.431,2250368.403,2625787.625,2144424.543,2642336.841,2451431.307,2362046.43,2301748.764,2005521.251,2149283.606,2662967.152,3222878.804,3690300.438,3264108.536,3562883.14,2870535.271,2785782.403,3490926.082,3392703.408,5278592.431,4002264.918,5031539.022,3991370.85,2405064.278,2336998.194,2465160.098,2446615.819,3728455.231,2820168.211,3356037.834,2942629.455,2312517.579,2978415.395
Butyl butyryllactate,3980066.625,4322547.625,3946800.852,4135985.916,1836044.176,1935951.673,1530117.26,1637787.432,2161435.435,2395129.411,1898657.935,2303620.506,2283942.923,1625243.887,1639990.011,1463921.662,2397551.834,2101698.067,2881508.113,2390419.437,1966645.302,1764553.867,2345871.88,1762609.623,2077292.523,1246306.228,1306191.207,1628681.55,1147543.802,2178222.319,1310913.588,1486784.739,1768302.355,1659703.105,1071955.893,1835105.282,1199908.677,2112189.261,1579512.812,1708240.801,1566184.641,2051996.079,1831433.309,1758200.843,1605115.24,1754337.788,2541851.915,1477932.646,1567345.403,2741684.25,3195351.276,2833660.732,3743538.083,2975145.054,1795133.686,2051714.508,1470166.36,3419377.88,1651228.484,1673117.87,1769349.571,1370296.421,1715406.539,1299878.76,1134299.249,1150837.518,3344935.663,3208312.508,3320189.595,3192478.015,4413802.143,5108676.881,3837715.818,4536218.121,3942058.364,4630535.321,3905878.089,4733702.169,3759951.709,3761974.894,4086844.728,3581569.461,3525001.568,3384137.43,3951007.688,3505785.491,3534506.14,2561936.24,3101081.878,2770551.629,3584170.011,2202383.415,1533037.44,1402074.88,1359506.977,3576590.432
"5-[4-(3-hydroxy-4-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol",2117690.453,1949889.02,2079702.58,2244186.655,2885844.146,3033283.579,3123205.787,3051569.131,1226479.687,1070235.835,1194404.275,1109440.922,976428.5881,1052461.494,978332.161,1108283.589,964956.8698,1028773.102,951329.2569,1005268.462,971043.1399,1325637.264,1231333.609,1305433.213,1173266.283,1194476.036,1207003.541,1183803.926,1291163.624,1466869.072,1483694.595,1413155.324,1540141.658,1226027.021,1238547.44,1218070.072,1200686.797,1036828.641,1176396.308,1022218.937,1169291.723,1244178.655,3781658.587,3561731.635,3571151.741,3509154.52,4470667.35,4487266.001,4362980.799,4527146.581,3193291.226,3056932.353,3058784.181,3216838.879,3348618.404,3372381.55,3654412.819,3385910.293,2132186.118,1998145.549,1840866.635,1971144.359,1867440.067,2058968.347,2050785.691,2176656.236,2363521.584,2384869.574,2289058.081,2287252.919,2940488.747,3030218.499,3409936.848,3171698.723,3396440.908,3266264.607,3551471.272,3156663.123,3015105.019,3435075.777,3213873.461,3253009.158,4632221.581,4558251.596,4617654.464,4301480.268,4534777.936,4770780.147,4556952.485,4608733.994,2528976.513,3247498.333,3456641.962,3382742.798,1835465.893,1763712.875
Azelaic acid,3204856.824,3294473.524,3355784.302,3173403.184,1758211.257,1992645.617,1864958.935,1923251.647,2342776.826,2508593.658,2248222.149,2603447.496,2439340.937,2259249.375,2326239.858,2207343.36,2863722.352,2564138.24,2974615.998,2917483.686,2052061.894,2054785.335,2174791.083,1946740.708,2616004.177,1543695.901,1399139.705,1457080.179,1351828.68,1969063.501,2049746.777,2021999.997,1740759.001,1888505.261,1780424.878,1792516.081,1682230.196,2287568.674,2357885.366,2421051.005,2255344.711,1942401.663,2188185.022,2007815.746,2100683.966,2004287.8,1843760.906,1783714.294,1894628.515,1800788.832,3360578.112,3203502.814,3341445.36,3440830.635,1965366.788,2019599.452,2096743.727,2863141.736,2099912.364,2002385.623,1916528.506,1916649.14,1541472.555,1400470.897,1361152.0,1334106.252,2476225.088,2050735.855,2366767.853,2334832.821,4636182.077,4327089.37,4704384.877,4518602.222,4060893.084,4422454.999,4122452.842,4284179.197,2781951.765,2691457.466,3258025.759,2907007.868,4049100.263,4054607.445,3842460.0,3505691.674,3375915.336,3021821.189,3049177.605,2830985.216,3213881.679,2370855.939,2905769.785,2947064.552,2870735.422,2705270.365
Uvarinol,1230315.038,1252188.692,1310953.289,1399366.149,1609348.049,1697115.256,1433975.96,1727478.675,2246611.322,2449442.989,2604098.439,2224828.692,2350273.836,2172163.824,2298880.299,2239246.019,2445483.469,2209923.844,2216814.887,2384278.219,2128975.904,2257863.822,2369923.722,2448773.503,2279778.41,2549849.546,2271894.667,2740538.499,2403387.718,2901499.284,2722997.268,3023387.031,3036197.69,3168149.774,3003106.266,3146887.499,3363087.572,4477862.35,4443728.742,4266668.476,4341906.833,3339381.474,2033400.159,2167727.977,2460081.55,2278972.793,2915597.999,2771219.066,2838761.062,2950005.508,2028472.176,1705947.914,1852076.351,2001787.928,3551365.829,3585711.372,3441731.278,2950511.698,3382494.064,3990519.972,3640695.755,3896680.642,1773815.766,2303355.834,1964065.202,2290441.604,2318030.817,1835788.777,1904809.652,2216099.57,2987560.229,3125786.618,3256471.323,3214380.788,3358006.68,3121164.368,3311877.218,3156931.152,2174923.109,2296846.616,2489264.989,2309795.834,2012705.91,1836026.613,1627320.93,1799198.222,2004225.626,1951388.429,2151928.506,2056318.763,2000612.242,2402725.307,2068353.15,2161559.03,3302206.673,3437106.096
FL6FCFGS0001_a,1370250.913,1341863.889,1442716.424,1323666.299,2700161.94,2753013.997,2739459.642,2797339.932,2583178.463,2936828.877,2384944.991,2651853.541,1613859.347,1513838.693,1685704.284,1511641.856,1644584.34,1626921.596,1611482.092,1862037.042,1667406.645,1334975.18,1333741.145,1393238.867,1722970.942,1969108.647,2078589.897,2007854.651,1911286.684,964196.8126,880774.6232,802008.7564,834858.2363,1760385.462,1725257.434,1511042.622,1789395.502,1786595.817,1717247.987,1735891.814,1753180.372,1731772.434,2631053.296,2647956.041,2447869.774,2574489.535,3702326.299,3127829.561,3170303.028,3099213.473,2316271.131,2025676.632,1978102.408,2013621.557,2386868.81,2717350.316,2482078.175,2568151.57,2456940.692,2352783.052,2453564.074,2470429.648,3443113.305,3180040.853,3297648.718,3193895.811,1630232.317,1628410.095,1641770.72,1721753.468,3650711.303,3999460.547,3374634.918,3390238.37,3458482.102,3636185.87,3411263.608,3457354.073,3368633.851,3491607.747,3455677.81,3593053.512,2092839.528,2200123.259,2089932.57,2210044.453,2035562.308,2037890.259,1889654.456,1970618.893,2547557.09,2199304.13,2453514.426,2473373.005,2608226.667,2412264.158
